ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
223836_at	2.36e-03	2.55e-05	4.949727	2.5632539	2.8097106	FGFBP2	fibroblast growth factor binding protein 2
226380_at	2.42e-03	2.61e-05	4.940406	2.5380715	0.6439645	PTPN21	protein tyrosine phosphatase, non-receptor type 21
222542_x_at	2.42e-03	2.62e-05	-4.939065	2.5344473	-1.6522538	COQ8A	coenzyme Q8A
230131_x_at	2.44e-03	2.66e-05	-4.934337	2.5216744	-0.7784917	ARSD	arylsulfatase D
227988_s_at	2.45e-03	2.69e-05	4.930143	2.5103461	1.2627363	VPS13A	vacuolar protein sorting 13 homolog A
232763_at	2.45e-03	2.70e-05	4.928641	2.5062889	1.1289659	TLN1	talin 1
225765_at	2.45e-03	2.71e-05	4.928204	2.5051096	0.6269767	TNPO1	transportin 1
224817_at	2.47e-03	2.74e-05	4.924458	2.4949894	0.8413905	SH3PXD2A	SH3 and PX domains 2A
200064_at	2.52e-03	2.80e-05	-4.916439	2.4733323	-0.719429	HSP90AB1	heat shock protein 90 alpha family class B member 1
231564_at	2.53e-03	2.82e-05	-4.91327	2.4647751	-1.0775884	MANEAL	mannosidase endo-alpha like
240869_at	2.55e-03	2.86e-05	4.908309	2.451378	0.7907481	KCNB1	potassium voltage-gated channel subfamily B member 1
228409_at	2.55e-03	2.87e-05	-4.907578	2.4494036	-1.3125905	PLIN4	perilipin 4
243974_at	2.57e-03	2.91e-05	-4.90311	2.4373393	-1.7223704		
238334_at	2.57e-03	2.92e-05	-4.901612	2.4332963	-1.0053947	PAOX	polyamine oxidase (exo-N4-amino)
225517_at	2.60e-03	2.96e-05	4.896871	2.420494	0.743032	ZNF770	zinc finger protein 770
228880_at	2.60e-03	2.99e-05	-4.893594	2.4116487	-0.7232581	NAT8L	N-acetyltransferase 8 like
227592_at	2.60e-03	3.00e-05	-4.892155	2.4077639	-1.5447592	ALDH16A1	aldehyde dehydrogenase 16 family member A1
228487_s_at	2.60e-03	3.01e-05	4.891052	2.4047852	1.7416276		
228562_at	2.60e-03	3.01e-05	4.890432	2.4031127	0.780502	ZBTB10	zinc finger and BTB domain containing 10
238423_at	2.60e-03	3.02e-05	4.889608	2.4008879	2.1148814	SYTL3	synaptotagmin like 3
AFFX-r2-P1-cre-5_at	2.60e-03	3.03e-05	-4.889063	2.3994159	-1.3838254		
237118_at	2.62e-03	3.08e-05	-4.882298	2.3811564	-1.5984623		
238047_at	2.62e-03	3.08e-05	4.882274	2.3810903	3.3517401	ARHGAP36	Rho GTPase activating protein 36
230341_x_at	2.62e-03	3.11e-05	-4.879594	2.3738561	-1.109448	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10
241430_at	2.62e-03	3.11e-05	-4.879493	2.3735844	-0.7595768	TEX37	testis expressed 37
228492_at	2.62e-03	3.11e-05	4.879444	2.3734518	0.8273814	USP9Y	ubiquitin specific peptidase 9, Y-linked
228630_at	2.62e-03	3.14e-05	4.876487	2.3654717	0.6875378	ZNF84	zinc finger protein 84
225578_at	2.62e-03	3.14e-05	4.8763	2.3649665	0.8004657	MZT1	mitotic spindle organizing protein 1
224727_at	2.64e-03	3.17e-05	-4.873111	2.3563597	-1.0725561	EMC10	ER membrane protein complex subunit 10
239801_at	2.64e-03	3.19e-05	-4.870887	2.3503577	-1.5364183	RNF40	ring finger protein 40
223314_at	2.65e-03	3.22e-05	-4.867707	2.3417765	-0.7965151	TSPAN14	tetraspanin 14
228363_at	2.65e-03	3.22e-05	4.867203	2.340418	0.7150538	XIAP	X-linked inhibitor of apoptosis
235846_at	2.65e-03	3.26e-05	4.863317	2.3299329	1.07884	FSBP///RAD54B	fibrinogen silencer binding protein///RAD54 homolog B (S. cerevisiae)
222779_s_at	2.65e-03	3.26e-05	-4.862879	2.3287509	-0.7534006	NCBP3	nuclear cap binding subunit 3
225658_at	2.65e-03	3.26e-05	4.862769	2.3284519	0.7216225	SPOPL	speckle type BTB/POZ protein like
223074_s_at	2.65e-03	3.27e-05	-4.862064	2.3265507	-1.0820668	AIF1L	allograft inflammatory factor 1 like
226464_at	2.65e-03	3.28e-05	4.861083	2.3239052	0.8559391	C3orf58	chromosome 3 open reading frame 58
225256_at	2.66e-03	3.30e-05	4.858262	2.3162938	1.0503824		
231957_s_at	2.67e-03	3.34e-05	-4.854907	2.3072413	-1.817127	DPP9	dipeptidyl peptidase 9
229793_at	2.67e-03	3.34e-05	4.854693	2.306663	0.585687	ASAH2B	N-acylsphingosine amidohydrolase 2B
226288_s_at	2.68e-03	3.36e-05	-4.851921	2.2991848	-0.9284294	NLGN2	neuroligin 2
229976_at	2.68e-03	3.37e-05	-4.850805	2.2961746	-1.3957701	MORN5	MORN repeat containing 5
223320_s_at	2.72e-03	3.44e-05	4.84414	2.2781972	0.7504748	ABCB10	ATP binding cassette subfamily B member 10
229925_at	2.74e-03	3.48e-05	-4.840133	2.2673877	-0.8867093	SLC6A17	solute carrier family 6 member 17
228590_at	2.74e-03	3.49e-05	-4.838877	2.2640023	-0.9138651	PTCD3	pentatricopeptide repeat domain 3
231168_at	2.75e-03	3.52e-05	-4.835965	2.2561479	-0.9704949		
236736_at	2.75e-03	3.52e-05	-4.835835	2.2557972	-1.149284		
227547_at	2.80e-03	3.60e-05	4.828061	2.2348341	0.60361		
224945_at	2.81e-03	3.62e-05	4.826212	2.2298486	0.6047603	BTBD7	BTB domain containing 7
230416_at	2.81e-03	3.63e-05	4.824915	2.2263501	0.9203863	PDZD8	PDZ domain containing 8
227237_x_at	2.81e-03	3.64e-05	-4.823892	2.2235923	-0.8639704	ATAD3B	ATPase family, AAA domain containing 3B
225007_at	2.81e-03	3.66e-05	4.822083	2.2187139	0.6879253	G3BP1	G3BP stress granule assembly factor 1
240842_at	2.84e-03	3.72e-05	-4.816283	2.2030772	-0.9009684	LOC101927020	uncharacterized LOC101927020
233165_at	2.84e-03	3.73e-05	-4.815474	2.2008984	-1.9754589	NCKIPSD	NCK interacting protein with SH3 domain
222784_at	2.88e-03	3.80e-05	-4.809101	2.1837188	-1.0918657	SMOC1	SPARC related modular calcium binding 1
242663_at	2.88e-03	3.80e-05	-4.80885	2.183042	-0.7871823	LINC00662	long intergenic non-protein coding RNA 662
225221_at	2.89e-03	3.84e-05	4.805776	2.1747554	0.7533744	ZKSCAN1	zinc finger with KRAB and SCAN domains 1
232940_s_at	2.89e-03	3.85e-05	-4.804778	2.1720653	-1.506171	KMT2C	lysine methyltransferase 2C
239000_at	2.92e-03	3.89e-05	-4.800575	2.1607377	-1.2909358	BRD4	bromodomain containing 4
241227_at	2.92e-03	3.90e-05	-4.799554	2.1579867	-1.8596285		
236261_at	2.95e-03	3.96e-05	4.794965	2.1456221	0.9970474	OSBPL6	oxysterol binding protein like 6
244199_at	2.96e-03	4.01e-05	-4.790513	2.1336247	-0.961159	TWF1	twinfilin actin binding protein 1
243045_at	2.96e-03	4.01e-05	-4.790154	2.1326568	-0.7419318	SMYD1	SET and MYND domain containing 1
226656_at	2.96e-03	4.02e-05	4.789387	2.1305906	0.9645323	CRTAP	cartilage associated protein
222615_s_at	3.04e-03	4.13e-05	-4.779608	2.1042453	-0.7060035	LOC100630923///LOC100289561///PRKRIP1	LOC100289561-PRKRIP1 readthrough///uncharacterized LOC100289561///PRKR interacting protein 1 (IL11 inducible)
224894_at	3.04e-03	4.15e-05	4.778312	2.1007544	1.0902509	YAP1	Yes associated protein 1
242501_at	3.06e-03	4.19e-05	-4.774523	2.0905503	-1.5298478		
231278_at	3.06e-03	4.21e-05	-4.773347	2.0873835	-1.4450898	LOC101927503	uncharacterized LOC101927503
225185_at	3.08e-03	4.24e-05	4.770596	2.0799742	1.0586076	MRAS	muscle RAS oncogene homolog
225912_at	3.13e-03	4.32e-05	4.7639	2.0619414	0.9906128	TP53INP1	tumor protein p53 inducible nuclear protein 1
231182_at	3.13e-03	4.34e-05	-4.762314	2.0576695	-0.9274869	WIPF1	WAS/WASL interacting protein family member 1
228670_at	3.15e-03	4.38e-05	4.759317	2.0495997	1.022692	TEP1	telomerase associated protein 1
227020_at	3.15e-03	4.39e-05	4.758172	2.0465169	0.6957235	YPEL2	yippee like 2
224691_at	3.15e-03	4.41e-05	4.756525	2.0420832	0.9254985	UHMK1	U2AF homology motif (UHM) kinase 1
226857_at	3.16e-03	4.44e-05	-4.754079	2.0354991	-1.4787762	ARHGEF19	Rho guanine nucleotide exchange factor 19
244180_at	3.17e-03	4.47e-05	-4.751659	2.028983	-1.5342059	ZNF793	zinc finger protein 793
241887_at	3.17e-03	4.47e-05	4.751594	2.0288087	1.8427956	UBE2W	ubiquitin conjugating enzyme E2 W (putative)
231362_at	3.19e-03	4.52e-05	4.747733	2.0184154	1.3313316		
227798_at	3.20e-03	4.55e-05	4.745458	2.0122906	0.99034	SMAD1	SMAD family member 1
239880_at	3.20e-03	4.57e-05	-4.744141	2.0087467	-1.5071272	UBE2E2-AS1	UBE2E2 antisense RNA 1 (head to head)
243536_x_at	3.24e-03	4.64e-05	-4.739108	1.9952002	-1.1951511	ARHGAP27	Rho GTPase activating protein 27
222694_at	3.24e-03	4.64e-05	-4.738586	1.9937957	-1.2947519	CENPBD1P1	CENPB DNA-binding domains containing 1 pseudogene 1
239429_at	3.27e-03	4.71e-05	-4.733422	1.9798989	-1.0168865		
235461_at	3.28e-03	4.73e-05	-4.731825	1.9756013	-1.9976384	TET2	tet methylcytosine dioxygenase 2
200092_s_at	3.33e-03	4.82e-05	-4.725625	1.9589202	-0.8272952	RPL37	ribosomal protein L37
225188_at	3.41e-03	4.97e-05	4.714854	1.9299482	1.2661332	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
234285_at	3.41e-03	4.97e-05	-4.714441	1.9288359	-0.8168084	SYNGAP1	synaptic Ras GTPase activating protein 1
230098_at	3.50e-03	5.12e-05	4.704047	1.900885	0.5240975	PHF20L1	PHD finger protein 20-like 1
228717_at	3.50e-03	5.14e-05	-4.702606	1.8970103	-0.5654807		
227728_at	3.50e-03	5.15e-05	4.702222	1.8959784	0.7909212	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A
244354_at	3.51e-03	5.18e-05	4.700194	1.8905243	0.6238318	STRN	striatin
234306_s_at	3.51e-03	5.21e-05	4.698175	1.8850968	1.4548261	SLAMF7	SLAM family member 7
240198_at	3.51e-03	5.22e-05	-4.697339	1.8828497	-0.8294472		
229946_at	3.51e-03	5.23e-05	-4.69666	1.881024	-0.8983035	FAM168B	family with sequence similarity 168 member B
224581_s_at	3.51e-03	5.24e-05	4.695899	1.8789793	0.7526376	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
240755_at	3.51e-03	5.26e-05	-4.694679	1.8756994	-1.8005707		
228853_at	3.59e-03	5.39e-05	4.686073	1.852567	0.6758922	STYX	serine/threonine/tyrosine interacting protein
225009_at	3.68e-03	5.53e-05	4.676779	1.8275911	0.8504564	CMTM4	CKLF like MARVEL transmembrane domain containing 4
224831_at	3.68e-03	5.56e-05	4.675352	1.8237578	0.7146574	CPEB4	cytoplasmic polyadenylation element binding protein 4
226847_at	3.69e-03	5.59e-05	4.673452	1.8186537	2.5121509	FST	follistatin
227702_at	3.70e-03	5.63e-05	4.670969	1.8119831	0.9461582	CYP4X1	cytochrome P450 family 4 subfamily X member 1
227795_at	3.73e-03	5.69e-05	-4.666989	1.8012892	-1.3834964	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
241636_x_at	3.73e-03	5.70e-05	-4.66618	1.7991177	-1.3948702		
238225_at	3.79e-03	5.80e-05	-4.660202	1.78306	-1.1039082	MIR146A	microRNA 146a
233997_at	3.79e-03	5.82e-05	-4.659133	1.7801904	-1.5995553	LOC101930064///LOC100287166	collagen alpha-1(I) chain-like///uncharacterized LOC100287166
228153_at	3.79e-03	5.85e-05	4.657544	1.7759243	0.6931298	RNF144B	ring finger protein 144B
232859_s_at	3.79e-03	5.85e-05	-4.657202	1.775005	-1.222336	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
227581_at	3.90e-03	6.04e-05	-4.645861	1.7445545	-0.6539083	TECPR1	tectonin beta-propeller repeat containing 1
222580_at	3.90e-03	6.08e-05	4.643643	1.7385989	0.5689578	ZNF644	zinc finger protein 644
AFFX-CreX-3_at	3.90e-03	6.09e-05	-4.642891	1.7365803	-1.3646172		
224327_s_at	3.90e-03	6.11e-05	-4.642141	1.734568	-1.5549982	DGAT2	diacylglycerol O-acyltransferase 2
235806_at	3.90e-03	6.11e-05	-4.642029	1.7342665	-1.7304803	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
235035_at	3.93e-03	6.19e-05	-4.637476	1.7220484	-0.8966919	SLC35E1	solute carrier family 35 member E1
223795_at	3.93e-03	6.19e-05	4.637249	1.7214378	1.1622299	TSPAN10	tetraspanin 10
230665_at	3.97e-03	6.28e-05	-4.632213	1.7079232	-1.105595	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
230812_at	3.97e-03	6.31e-05	-4.630431	1.7031404	-0.8652841	LINC00673///LINC00511	long intergenic non-protein coding RNA 673///long intergenic non-protein coding RNA 511
227563_at	3.97e-03	6.32e-05	-4.62992	1.701771	-0.9702556	FAM27E2///FAM27E3	family with sequence similarity 27 member E2///family with sequence similarity 27 member E3
230637_at	3.97e-03	6.33e-05	-4.629692	1.701157	-1.7130808	SFXN4	sideroflexin 4
225557_at	3.97e-03	6.40e-05	-4.625737	1.6905461	-0.7269996	CSRNP1	cysteine and serine rich nuclear protein 1
228697_at	3.97e-03	6.41e-05	-4.625218	1.6891536	-1.0912042	HINT3	histidine triad nucleotide binding protein 3
228229_at	3.97e-03	6.41e-05	-4.625026	1.6886394	-1.3215933	ZNF526	zinc finger protein 526
243584_at	3.97e-03	6.42e-05	4.624355	1.6868389	0.8688591		
227028_s_at	3.97e-03	6.43e-05	-4.623766	1.6852575	-1.4573115	DGCR2	DiGeorge syndrome critical region gene 2
237910_x_at	3.97e-03	6.44e-05	-4.623313	1.6840426	-1.9294827	FAM92A1	family with sequence similarity 92 member A1
224984_at	4.01e-03	6.52e-05	4.61894	1.6723136	0.7093001	NFAT5	nuclear factor of activated T-cells 5
244847_at	4.01e-03	6.53e-05	-4.618611	1.6714305	-0.7583461		
241488_at	4.04e-03	6.60e-05	-4.614794	1.6611911	-1.3584611		
225985_at	4.05e-03	6.64e-05	4.612758	1.6557315	0.6132023	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1
230823_at	4.05e-03	6.66e-05	-4.611621	1.6526831	-1.4266282		
228034_x_at	4.06e-03	6.68e-05	-4.610302	1.6491449	-0.8480659	ALKBH5	alkB homolog 5, RNA demethylase
225629_s_at	4.10e-03	6.77e-05	4.605991	1.6375848	0.63268	ZBTB4	zinc finger and BTB domain containing 4
235258_at	4.11e-03	6.80e-05	4.604317	1.6330965	0.8003545	DCP2	decapping mRNA 2
244828_x_at	4.13e-03	6.86e-05	4.600913	1.6239707	1.1070473	NAF1	nuclear assembly factor 1 ribonucleoprotein
230336_at	4.15e-03	6.92e-05	4.598218	1.6167461	1.959933		
225428_s_at	4.15e-03	6.92e-05	-4.59794	1.6160003	-0.8185957	DDX54	DEAD-box helicase 54
236856_x_at	4.16e-03	6.96e-05	4.59598	1.6107459	0.9464706		
244341_at	4.17e-03	7.00e-05	4.59377	1.6048244	1.2674025		
229862_x_at	4.19e-03	7.06e-05	-4.59104	1.5975074	-0.8241868	ZBTB45	zinc finger and BTB domain containing 45
242366_at	4.19e-03	7.06e-05	4.590723	1.5966577	0.5341766		
237202_at	4.23e-03	7.15e-05	-4.586636	1.5857034	-1.537396	PGPEP1	pyroglutamyl-peptidase I
228108_at	4.24e-03	7.20e-05	4.583855	1.5782528	1.1920794	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
238359_at	4.24e-03	7.22e-05	-4.583286	1.5767275	-1.1633269	LINC00672	long intergenic non-protein coding RNA 672
222788_s_at	4.25e-03	7.24e-05	-4.581984	1.5732394	-1.8248274	RSBN1	round spermatid basic protein 1
236570_at	4.25e-03	7.26e-05	-4.581344	1.5715256	-1.1256078	ZNF366	zinc finger protein 366
240758_at	4.35e-03	7.50e-05	4.5698	1.5406014	1.5192484		
226614_s_at	4.35e-03	7.50e-05	-4.569721	1.5403917	-1.253016	FAM167A	family with sequence similarity 167 member A
237463_at	4.35e-03	7.51e-05	-4.569264	1.5391671	-0.9761541	ZFPM1	zinc finger protein, FOG family member 1
233981_at	4.35e-03	7.52e-05	-4.568766	1.5378332	-1.3605621	RCL1	RNA terminal phosphate cyclase like 1
236673_at	4.35e-03	7.54e-05	-4.567595	1.5346973	-1.4711111	TIFAB	TIFA inhibitor
223253_at	4.35e-03	7.55e-05	4.567179	1.5335838	0.6330595	EPDR1	ependymin related 1
243438_at	4.35e-03	7.57e-05	-4.566293	1.5312104	-1.4081836	PDE7B	phosphodiesterase 7B
228381_at	4.41e-03	7.69e-05	-4.560688	1.5162023	-0.6205426	ATF7IP2	activating transcription factor 7 interacting protein 2
235589_s_at	4.43e-03	7.74e-05	4.558464	1.5102492	0.9363626		
225674_at	4.44e-03	7.79e-05	4.556348	1.5045838	0.8014	BCAP29	B-cell receptor-associated protein 29
233724_at	4.45e-03	7.83e-05	-4.55443	1.4994495	-1.518885	ARNT	aryl hydrocarbon receptor nuclear translocator
224593_at	4.45e-03	7.85e-05	4.553558	1.4971143	0.6428347	ZNF664	zinc finger protein 664
233093_s_at	4.45e-03	7.85e-05	4.553325	1.4964922	0.6947786	BIRC6	baculoviral IAP repeat containing 6
244823_at	4.48e-03	7.93e-05	-4.549724	1.4868524	-1.3426138	LOC100129034	uncharacterized LOC100129034
225720_at	4.48e-03	7.95e-05	4.549155	1.4853301	1.4364048	SYNPO2	synaptopodin 2
239764_at	4.49e-03	8.00e-05	4.546969	1.4794819	1.7867158	ITPR1-AS1	ITPR1 antisense RNA 1 (head to head)
235393_at	4.55e-03	8.12e-05	-4.541474	1.4647759	-1.6181579		
229706_at	4.56e-03	8.16e-05	4.539705	1.4600439	1.600665	TCERG1	transcription elongation regulator 1
229938_at	4.62e-03	8.29e-05	-4.534406	1.4458693	-1.5228484	TMEM238	transmembrane protein 238
233921_s_at	4.63e-03	8.33e-05	4.532748	1.4414331	1.8987328		
231505_s_at	4.64e-03	8.37e-05	-4.531033	1.4368474	-2.0073374	SFXN4	sideroflexin 4
228995_at	4.64e-03	8.37e-05	-4.530738	1.4360578	-1.5966345	CAMSAP1	calmodulin regulated spectrin associated protein 1
228488_at	4.65e-03	8.45e-05	-4.527599	1.4276631	-1.4643097	TBC1D16	TBC1 domain family member 16
224635_s_at	4.65e-03	8.46e-05	4.527139	1.4264319	0.7696427	BIRC6	baculoviral IAP repeat containing 6
235370_at	4.65e-03	8.48e-05	-4.526367	1.4243677	-1.4662314	KREMEN1	kringle containing transmembrane protein 1
230964_at	4.65e-03	8.49e-05	4.526018	1.4234344	1.1340077	FREM2	FRAS1 related extracellular matrix protein 2
235156_at	4.70e-03	8.59e-05	4.521814	1.4121928	1.5133973	BRWD3	bromodomain and WD repeat domain containing 3
236529_at	4.70e-03	8.61e-05	-4.520815	1.4095224	-0.8606413	SSC4D	scavenger receptor cysteine rich family member with 4 domains
226063_at	4.72e-03	8.67e-05	-4.518215	1.4025705	-1.0710819	VAV2	vav guanine nucleotide exchange factor 2
230980_x_at	4.85e-03	8.93e-05	-4.507927	1.3750743	-1.454053	MIR142	microRNA 142
225786_at	4.85e-03	8.96e-05	4.506901	1.3723325	0.7913606		
229652_s_at	4.86e-03	9.00e-05	-4.505148	1.3676479	-1.6149943	FOXN3	forkhead box N3
226367_at	4.95e-03	9.17e-05	-4.498479	1.3498298	-1.3172909	KDM5A	lysine demethylase 5A
230792_at	5.01e-03	9.33e-05	-4.492429	1.3336698	-0.9153057	FAAH2	fatty acid amide hydrolase 2
238327_at	5.01e-03	9.34e-05	-4.491989	1.3324952	-1.2576094	ODF3B	outer dense fiber of sperm tails 3B
231240_at	5.03e-03	9.39e-05	4.49015	1.3275835	0.7870067	DIO2	deiodinase, iodothyronine, type II
243738_at	5.09e-03	9.54e-05	-4.484773	1.313225	-0.9425436	NMNAT3	nicotinamide nucleotide adenylyltransferase 3
222700_at	5.22e-03	9.79e-05	4.475254	1.2878142	0.6737976	ATL2	atlastin GTPase 2
224662_at	5.22e-03	9.81e-05	4.474615	1.2861072	0.5886952	KIF5B	kinesin family member 5B
242648_at	5.22e-03	9.88e-05	4.47234	1.2800372	0.7346437	KLHL8	kelch like family member 8
239891_x_at	5.22e-03	9.89e-05	4.471987	1.2790941	1.0578244	RAB12	RAB12, member RAS oncogene family
238494_at	5.22e-03	9.90e-05	4.471382	1.2774781	0.6401237	TRAF3IP1	TRAF3 interacting protein 1
234383_x_at	5.22e-03	9.91e-05	-4.47104	1.276567	-1.4948004	ATP7B	ATPase copper transporting beta
237622_at	5.23e-03	9.95e-05	-4.469858	1.2734124	-0.8326916	ACO1	aconitase 1
244846_at	5.23e-03	9.98e-05	-4.468733	1.2704111	-1.0461638		
243889_at	5.23e-03	9.99e-05	-4.468121	1.2687786	-1.6930332		
229763_at	5.27e-03	1.01e-04	-4.464295	1.2585699	-1.0076509	FOXP4	forkhead box P4
236830_at	5.31e-03	1.02e-04	-4.460948	1.2496416	-0.98543		
227461_at	5.31e-03	1.02e-04	4.459813	1.2466118	0.5611727	STON2	stonin 2
239998_at	5.32e-03	1.03e-04	-4.458412	1.2428752	-1.4994326	C10orf53	chromosome 10 open reading frame 53
239666_at	5.32e-03	1.03e-04	-4.457592	1.2406884	-1.6578187	PYGO2	pygopus family PHD finger 2
224939_at	5.39e-03	1.04e-04	4.452481	1.2270578	0.6988774	NUFIP2	NUFIP2, FMR1 interacting protein 2
225335_at	5.39e-03	1.05e-04	4.451504	1.2244533	0.4939017	ZNF496	zinc finger protein 496
229966_at	5.44e-03	1.06e-04	-4.44748	1.2137232	-0.7254507	EWSR1	EWS RNA binding protein 1
235033_at	5.49e-03	1.07e-04	4.443514	1.2031515	0.6592396	NPEPL1	aminopeptidase-like 1
226659_at	5.50e-03	1.08e-04	-4.441872	1.1987731	-1.6331943	DEF6	DEF6, guanine nucleotide exchange factor
227185_at	5.56e-03	1.09e-04	-4.43747	1.1870405	-0.7437484	FNDC10	fibronectin type III domain containing 10
232724_at	5.57e-03	1.10e-04	-4.43574	1.1824308	-1.0798033	MS4A6A	membrane spanning 4-domains A6A
238456_at	5.57e-03	1.10e-04	4.435266	1.1811694	0.7463124	LOC100289230	uncharacterized LOC100289230
236125_at	5.57e-03	1.10e-04	4.434266	1.1785031	1.337052		
231710_at	5.57e-03	1.10e-04	-4.433709	1.1770188	-1.7269872	CAPS	calcyphosine
224739_at	5.57e-03	1.11e-04	-4.432313	1.1733003	-0.7689155	PIM3	Pim-3 proto-oncogene, serine/threonine kinase
243044_at	5.57e-03	1.11e-04	-4.431703	1.1716747	-1.1167482		
228971_at	5.63e-03	1.12e-04	4.427113	1.1594467	0.7311224	SLC25A3	solute carrier family 25 member 3
225895_at	5.63e-03	1.12e-04	4.426525	1.1578803	1.0862752	SYNPO2	synaptopodin 2
239790_s_at	5.63e-03	1.13e-04	-4.425774	1.1558789	-0.8813841		
223301_s_at	5.63e-03	1.13e-04	4.424552	1.1526239	0.6085555	CCDC82	coiled-coil domain containing 82
223712_at	5.63e-03	1.13e-04	4.423581	1.1500371	0.5595749	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2
232681_at	5.63e-03	1.13e-04	4.423315	1.1493284	1.3072332		
200013_at	5.72e-03	1.15e-04	-4.41687	1.1321659	-0.691542	RPL24	ribosomal protein L24
225465_at	5.72e-03	1.16e-04	-4.415797	1.1293081	-0.6561146	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
200028_s_at	5.72e-03	1.16e-04	4.415214	1.1277565	0.7226173	STARD7	StAR related lipid transfer domain containing 7
241742_at	5.73e-03	1.16e-04	-4.413943	1.1243738	-0.9664623	PRAM1	PML-RARA regulated adaptor molecule 1
230470_at	5.74e-03	1.17e-04	4.411954	1.1190778	1.0874588	DSCR9	Down syndrome critical region 9 (non-protein coding)
243332_at	5.74e-03	1.17e-04	4.411915	1.1189737	1.6805714		
234980_at	5.74e-03	1.17e-04	4.411367	1.1175154	1.0064641	TMEM56	transmembrane protein 56
238098_at	5.75e-03	1.18e-04	4.409839	1.1134469	0.6722519		
232523_at	5.75e-03	1.18e-04	4.409122	1.1115383	1.5615799	MEGF10	multiple EGF like domains 10
224868_at	5.78e-03	1.19e-04	-4.406377	1.1042332	-0.6669543	ZDHHC5	zinc finger DHHC-type containing 5
229319_at	5.84e-03	1.20e-04	4.401931	1.092402	0.7738951		
225889_at	5.87e-03	1.21e-04	4.399426	1.0857348	0.6865752	AEBP2	AE binding protein 2
226468_at	5.88e-03	1.22e-04	4.397826	1.081478	0.9424199	RNF115	ring finger protein 115
231161_x_at	5.88e-03	1.22e-04	-4.39722	1.0798649	-1.6941885	TRIM8	tripartite motif containing 8
226885_at	5.89e-03	1.23e-04	4.395895	1.0763421	0.5852	RNF217	ring finger protein 217
239678_at	5.95e-03	1.24e-04	4.39125	1.0639858	0.7274684		
243720_at	5.95e-03	1.24e-04	-4.391074	1.0635182	-0.8652095		
224720_at	5.96e-03	1.25e-04	4.389333	1.0588866	0.8088043	MIB1	mindbomb E3 ubiquitin protein ligase 1
228817_at	6.03e-03	1.27e-04	4.383738	1.0440077	0.5975465	ALG9	ALG9, alpha-1,2-mannosyltransferase
228762_at	6.03e-03	1.27e-04	-4.383619	1.0436933	-0.7749619	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
223485_at	6.05e-03	1.27e-04	-4.381919	1.0391726	-0.7348919	HAGHL	hydroxyacylglutathione hydrolase-like
